protocol;pkt_length;pkt_rate;pkt_count;ip_ttl;status
TCP;49;534;30687;64;DDOS-Attack
UDP;54;1293;80764;64;DDOS-Attack
TCP;553;183;11142;64;Normal
ICMP;60;5841;347347;64;DDOS-Attack
TCP;660;146;8935;64;Normal
UDP;80;1971;123010;64;DDOS-Attack
ICMP;397;100;5876;32;Normal
ICMP;55;6093;363501;64;DDOS-Attack
TCP;59;775;46107;64;DDOS-Attack
ICMP;80;553;31151;64;DDOS-Attack
TCP;70;1294;79643;64;DDOS-Attack
TCP;125;177;10526;128;Normal
ICMP;73;17859;1075855;64;DDOS-Attack
ICMP;76;1527;96206;64;DDOS-Attack
UDP;75;3441;204145;64;DDOS-Attack
UDP;261;70;4259;64;Normal
UDP;67;500;34202;64;DDOS-Attack
ICMP;106;500;29627;64;DDOS-Attack
UDP;76;1012;64334;64;DDOS-Attack
TCP;800;68;4031;128;Normal
UDP;306;112;6864;64;Normal
UDP;102;1056;63865;64;DDOS-Attack
ICMP;87;4567;276758;64;DDOS-Attack
UDP;84;2620;156283;64;DDOS-Attack
ICMP;64;4785;287291;64;DDOS-Attack
TCP;300;1;143;32;Normal
UDP;63;4529;268501;64;DDOS-Attack
UDP;57;1619;100029;64;DDOS-Attack
ICMP;40;135;7949;64;Normal
ICMP;52;500;33095;64;DDOS-Attack
UDP;61;1000;57693;64;DDOS-Attack
ICMP;56;1591;93801;64;DDOS-Attack
TCP;40;163;9776;64;Normal
UDP;710;97;5726;64;Normal
TCP;78;1000;58842;64;DDOS-Attack
ICMP;67;6751;400618;64;DDOS-Attack
UDP;578;38;2398;128;Normal
TCP;611;83;5178;128;Normal
ICMP;505;107;6574;64;Normal
UDP;93;2056;123839;64;DDOS-Attack
UDP;73;1000;55340;64;DDOS-Attack
UDP;83;1052;64904;64;DDOS-Attack
UDP;88;5998;362177;64;DDOS-Attack
UDP;715;1;93;32;Normal
TCP;105;500;26581;64;DDOS-Attack
UDP;351;58;3343;32;Normal
TCP;981;1;39;128;Normal
ICMP;86;3517;213911;64;DDOS-Attack
TCP;71;1000;56324;64;DDOS-Attack
UDP;58;1003;56865;64;DDOS-Attack
TCP;58;1000;60400;64;DDOS-Attack
UDP;40;1;57;64;Normal
TCP;83;1000;64941;64;DDOS-Attack
UDP;75;1218;74884;64;DDOS-Attack
ICMP;59;1000;64726;64;DDOS-Attack
ICMP;666;126;7447;32;Normal
ICMP;87;1000;56688;64;DDOS-Attack
ICMP;77;1000;56625;64;DDOS-Attack
UDP;194;8;456;128;Normal
ICMP;68;2536;147878;64;DDOS-Attack
ICMP;62;766;41636;64;DDOS-Attack
TCP;59;1000;59110;64;DDOS-Attack
ICMP;52;681;38331;64;DDOS-Attack
ICMP;54;1340;75638;64;DDOS-Attack
UDP;74;500;34764;64;DDOS-Attack
UDP;58;6452;386842;64;DDOS-Attack
ICMP;85;2318;140474;64;DDOS-Attack
TCP;658;18;909;64;Normal
ICMP;54;1532;90574;64;DDOS-Attack
UDP;63;1298;80731;64;DDOS-Attack
UDP;478;26;1752;64;Normal
ICMP;69;500;34660;64;DDOS-Attack
ICMP;85;5269;319711;64;DDOS-Attack
ICMP;66;3952;235595;64;DDOS-Attack
ICMP;54;1454;88949;64;DDOS-Attack
ICMP;53;3105;191292;64;DDOS-Attack
UDP;64;812;50021;64;DDOS-Attack
UDP;84;4790;286953;64;DDOS-Attack
UDP;83;1323;82967;64;DDOS-Attack
TCP;955;30;1693;32;Normal
UDP;53;1000;60254;64;DDOS-Attack
TCP;225;164;9997;32;Normal
ICMP;87;3644;221250;64;DDOS-Attack
ICMP;65;2454;143054;64;DDOS-Attack
UDP;60;1452;84545;64;DDOS-Attack
ICMP;60;2893;177447;64;DDOS-Attack
UDP;53;1852;114462;64;DDOS-Attack
UDP;93;1000;57534;64;DDOS-Attack
UDP;67;500;33337;64;DDOS-Attack
UDP;552;91;5590;32;Normal
UDP;63;686;45158;64;DDOS-Attack
ICMP;65;1959;120479;64;DDOS-Attack
ICMP;55;500;30287;64;DDOS-Attack
TCP;505;172;10336;255;Normal
ICMP;66;1000;63541;64;DDOS-Attack
UDP;64;2957;179552;64;DDOS-Attack
ICMP;69;500;29193;64;DDOS-Attack
UDP;53;1690;101625;64;DDOS-Attack
UDP;54;514;29611;64;DDOS-Attack
TCP;54;1854;113551;64;DDOS-Attack
ICMP;93;500;25851;64;DDOS-Attack
UDP;79;5350;324897;64;DDOS-Attack
ICMP;78;1000;62773;64;DDOS-Attack
TCP;260;62;3791;64;Normal
ICMP;89;1000;57253;64;DDOS-Attack
TCP;839;109;6498;64;Normal
UDP;669;105;6357;64;Normal
TCP;661;102;6247;64;Normal
ICMP;306;78;4598;64;Normal
UDP;73;3239;192590;64;DDOS-Attack
TCP;40;2467;149334;64;DDOS-Attack
UDP;68;1000;60455;64;DDOS-Attack
UDP;321;77;4486;32;Normal
TCP;848;1;1;64;Normal
ICMP;75;500;33310;64;DDOS-Attack
ICMP;40;2555;152055;64;DDOS-Attack
ICMP;823;66;3981;64;Normal
ICMP;82;500;33567;64;DDOS-Attack
TCP;546;46;2739;128;Normal
TCP;189;26;1497;64;Normal
UDP;64;761;41473;64;DDOS-Attack
ICMP;43;1643;97771;64;DDOS-Attack
UDP;65;1000;58757;64;DDOS-Attack
UDP;783;81;4758;128;Normal
UDP;108;1000;60662;64;DDOS-Attack
ICMP;71;586;37454;64;DDOS-Attack
TCP;600;65;3705;64;Normal
TCP;932;160;9464;128;Normal
UDP;804;63;3737;64;Normal
ICMP;61;1912;118912;64;DDOS-Attack
ICMP;52;5922;360120;64;DDOS-Attack
TCP;42;2941;173102;64;DDOS-Attack
ICMP;72;500;27304;64;DDOS-Attack
TCP;804;113;6761;64;Normal
UDP;94;12989;783935;64;DDOS-Attack
UDP;54;1000;55514;64;DDOS-Attack
UDP;48;1422;86865;64;DDOS-Attack
TCP;915;1;234;128;Normal
ICMP;84;967;61195;64;DDOS-Attack
ICMP;71;3251;192844;64;DDOS-Attack
ICMP;67;524;30068;64;DDOS-Attack
UDP;80;4690;285062;64;DDOS-Attack
UDP;44;1043;59339;64;DDOS-Attack
TCP;76;524;29606;64;DDOS-Attack
TCP;538;67;3940;64;Normal
UDP;76;1232;76420;64;DDOS-Attack
TCP;668;106;6398;64;Normal
TCP;412;1;240;32;Normal
UDP;85;1000;59502;64;DDOS-Attack
ICMP;83;500;26785;64;DDOS-Attack
UDP;57;500;25739;64;DDOS-Attack
UDP;790;71;4334;32;Normal
UDP;449;4;370;128;Normal
UDP;95;500;25322;64;DDOS-Attack
UDP;534;62;3655;64;Normal
UDP;460;96;5819;32;Normal
TCP;64;1398;87835;64;DDOS-Attack
UDP;494;1;167;32;Normal
TCP;61;2073;123605;64;DDOS-Attack
UDP;306;171;10069;32;Normal
ICMP;59;3469;206295;64;DDOS-Attack
UDP;66;3653;216967;64;DDOS-Attack
ICMP;57;11918;713657;64;DDOS-Attack
ICMP;78;5802;347004;64;DDOS-Attack
ICMP;80;1000;61305;64;DDOS-Attack
ICMP;74;1250;70344;64;DDOS-Attack
UDP;482;38;2198;32;Normal
UDP;57;1535;92602;64;DDOS-Attack
UDP;172;69;3990;64;Normal
TCP;261;1;1;128;Normal
UDP;457;77;4474;128;Normal
ICMP;74;1865;113362;64;DDOS-Attack
ICMP;59;6611;397717;64;DDOS-Attack
UDP;952;78;4497;128;Normal
UDP;84;3146;187930;64;DDOS-Attack
UDP;45;3912;237553;64;DDOS-Attack
TCP;48;1;1;64;Normal
ICMP;97;1143;71121;64;DDOS-Attack
UDP;605;61;3622;64;Normal
UDP;70;1000;61744;64;DDOS-Attack
UDP;92;500;27398;64;DDOS-Attack
ICMP;71;500;32959;64;DDOS-Attack
ICMP;40;1293;79084;64;DDOS-Attack
TCP;603;1;1;64;Normal
ICMP;75;11228;669337;64;DDOS-Attack
ICMP;72;1835;106442;64;DDOS-Attack
ICMP;79;1012;60574;64;DDOS-Attack
TCP;721;1;73;32;Normal
TCP;639;127;7749;32;Normal
UDP;87;4686;284451;64;DDOS-Attack
ICMP;65;1515;87388;64;DDOS-Attack
UDP;366;95;5808;64;Normal
ICMP;65;11627;700022;64;DDOS-Attack
UDP;727;251;15011;64;Normal
ICMP;56;1000;55562;64;DDOS-Attack
UDP;66;1000;57012;64;DDOS-Attack
UDP;86;500;31600;64;DDOS-Attack
ICMP;91;1599;96569;64;DDOS-Attack
TCP;390;109;6439;128;Normal
UDP;63;4562;268843;64;DDOS-Attack
ICMP;66;682;42430;64;DDOS-Attack
TCP;948;35;2177;64;Normal
UDP;56;500;34813;64;DDOS-Attack
ICMP;73;3690;219196;64;DDOS-Attack
ICMP;62;2246;135920;64;DDOS-Attack
UDP;257;120;7093;32;Normal
UDP;613;50;2989;32;Normal
TCP;1090;128;7805;64;Normal
UDP;69;2700;158606;64;DDOS-Attack
UDP;91;4958;302051;64;DDOS-Attack
UDP;1008;152;9307;32;Normal
TCP;99;500;30907;64;DDOS-Attack
ICMP;60;500;30031;64;DDOS-Attack
ICMP;71;1000;58123;64;DDOS-Attack
UDP;73;1000;64369;64;DDOS-Attack
ICMP;69;500;29018;64;DDOS-Attack
UDP;57;2085;125408;64;DDOS-Attack
ICMP;43;1000;59838;64;DDOS-Attack
UDP;64;11174;672989;64;DDOS-Attack
UDP;89;500;29658;64;DDOS-Attack
TCP;247;213;12936;128;Normal
UDP;322;163;9960;64;Normal
ICMP;87;2095;130211;64;DDOS-Attack
UDP;80;1434;86458;64;DDOS-Attack
UDP;55;1000;63152;64;DDOS-Attack
UDP;913;112;6891;128;Normal
UDP;81;2291;133805;64;DDOS-Attack
ICMP;95;1000;55330;64;DDOS-Attack
ICMP;72;1000;63622;64;DDOS-Attack
TCP;101;1432;82307;64;DDOS-Attack
ICMP;41;2825;172456;64;DDOS-Attack
ICMP;77;3989;235417;64;DDOS-Attack
UDP;752;87;5228;128;Normal
UDP;65;1388;82630;64;DDOS-Attack
UDP;62;2320;140861;64;DDOS-Attack
ICMP;93;1733;106709;64;DDOS-Attack
ICMP;48;733;40942;64;DDOS-Attack
ICMP;87;1000;63551;64;DDOS-Attack
ICMP;70;1000;58817;64;DDOS-Attack
UDP;70;1985;116578;64;DDOS-Attack
UDP;89;1887;108504;64;DDOS-Attack
ICMP;68;5750;342211;64;DDOS-Attack
ICMP;71;4267;259232;64;DDOS-Attack
ICMP;80;835;49952;64;DDOS-Attack
UDP;672;1;83;128;Normal
ICMP;101;500;26312;64;DDOS-Attack
ICMP;65;500;30418;64;DDOS-Attack
ICMP;59;1414;86481;64;DDOS-Attack
UDP;996;30;1892;64;Normal
ICMP;48;5811;349176;64;DDOS-Attack
UDP;102;3618;216816;64;DDOS-Attack
UDP;80;1000;61066;64;DDOS-Attack
UDP;64;1000;59253;64;DDOS-Attack
ICMP;83;11063;666286;64;DDOS-Attack
UDP;85;1000;60798;64;DDOS-Attack
UDP;76;1000;55201;64;DDOS-Attack
TCP;305;62;3573;128;Normal
TCP;418;6;251;64;Normal
UDP;60;8580;518976;64;DDOS-Attack
ICMP;55;1763;108743;64;DDOS-Attack
ICMP;81;1000;60595;64;DDOS-Attack
TCP;439;1;1;64;Normal
UDP;91;2291;139263;64;DDOS-Attack
TCP;773;27;1427;128;Normal
TCP;486;39;2365;128;Normal
ICMP;90;2195;131650;64;DDOS-Attack
TCP;50;92;5362;64;Normal
ICMP;54;1000;59697;64;DDOS-Attack
ICMP;72;11144;664110;64;DDOS-Attack
ICMP;67;5371;327006;64;DDOS-Attack
UDP;74;1150;73803;64;DDOS-Attack
TCP;74;1000;63936;64;DDOS-Attack
UDP;79;720;45858;64;DDOS-Attack
ICMP;56;500;34600;64;DDOS-Attack
UDP;68;1000;60008;64;DDOS-Attack
ICMP;177;117;6861;64;Normal
ICMP;55;1000;61142;64;DDOS-Attack
UDP;58;1000;61588;64;DDOS-Attack
ICMP;42;2654;161046;64;DDOS-Attack
UDP;450;11;606;128;Normal
ICMP;632;58;3369;32;Normal
ICMP;77;1000;55138;64;DDOS-Attack
TCP;643;68;4048;64;Normal
TCP;53;1760;103057;64;DDOS-Attack
UDP;255;118;7164;64;Normal
ICMP;75;2293;134683;64;DDOS-Attack
UDP;88;2499;148948;64;DDOS-Attack
ICMP;77;5142;312522;64;DDOS-Attack
UDP;45;5437;330491;64;DDOS-Attack
ICMP;68;1000;64491;64;DDOS-Attack
UDP;56;3872;229198;64;DDOS-Attack
TCP;665;110;6680;128;Normal
TCP;790;118;7267;64;Normal
TCP;251;1;236;64;Normal
TCP;987;80;4824;255;Normal
TCP;1062;91;5281;64;Normal
UDP;40;123;7474;128;Normal
UDP;56;796;50621;64;DDOS-Attack
ICMP;73;14741;886206;64;DDOS-Attack
ICMP;64;3753;229301;64;DDOS-Attack
ICMP;80;1000;60225;64;DDOS-Attack
TCP;848;11;592;64;Normal
ICMP;83;5230;317334;64;DDOS-Attack
UDP;431;88;5270;32;Normal
TCP;40;2;195;128;Normal
ICMP;69;1000;62883;64;DDOS-Attack
ICMP;75;500;27168;64;DDOS-Attack
TCP;128;99;5965;64;Normal
ICMP;54;500;31674;64;DDOS-Attack
ICMP;54;500;26123;64;DDOS-Attack
TCP;833;28;1874;32;Normal
UDP;673;138;8311;32;Normal
UDP;44;2956;181432;64;DDOS-Attack
ICMP;53;2863;171315;64;DDOS-Attack
TCP;80;3815;227710;64;DDOS-Attack
UDP;579;156;9196;128;Normal
TCP;466;147;8775;64;Normal
UDP;63;500;26331;64;DDOS-Attack
UDP;65;7845;470251;64;DDOS-Attack
TCP;67;4133;248899;64;DDOS-Attack
ICMP;61;3226;189302;64;DDOS-Attack
UDP;40;809;49282;64;DDOS-Attack
UDP;63;1000;63691;64;DDOS-Attack
ICMP;67;5330;317859;64;DDOS-Attack
UDP;49;1000;63679;64;DDOS-Attack
ICMP;78;1948;121294;64;DDOS-Attack
ICMP;47;4438;270873;64;DDOS-Attack
UDP;80;7609;460654;64;DDOS-Attack
TCP;648;104;6303;64;Normal
ICMP;223;178;10777;128;Normal
TCP;65;1229;73355;64;DDOS-Attack
UDP;60;8919;538918;64;DDOS-Attack
UDP;67;2481;145660;64;DDOS-Attack
ICMP;52;5098;301657;64;DDOS-Attack
ICMP;74;1525;87006;64;DDOS-Attack
TCP;240;160;9519;32;Normal
ICMP;946;116;6999;64;Normal
UDP;56;2223;135437;64;DDOS-Attack
ICMP;71;775;49906;64;DDOS-Attack
UDP;67;3159;188101;64;DDOS-Attack
ICMP;80;6184;374266;64;DDOS-Attack
TCP;166;97;5683;128;Normal
UDP;98;1000;62041;64;DDOS-Attack
UDP;81;2762;165876;64;DDOS-Attack
TCP;77;500;25055;64;DDOS-Attack
TCP;554;59;3583;128;Normal
TCP;449;79;4824;64;Normal
ICMP;58;500;28240;64;DDOS-Attack
ICMP;75;11373;686837;64;DDOS-Attack
TCP;585;52;3282;128;Normal
ICMP;58;1000;60924;64;DDOS-Attack
ICMP;59;7298;438610;64;DDOS-Attack
ICMP;793;202;12115;64;Normal
ICMP;83;1000;60720;64;DDOS-Attack
ICMP;67;1290;80817;64;DDOS-Attack
UDP;1306;88;5346;128;Normal
TCP;484;93;5624;64;Normal
TCP;60;3181;193908;64;DDOS-Attack
UDP;60;1158;67757;64;DDOS-Attack
UDP;70;500;34693;64;DDOS-Attack
UDP;78;2011;118104;64;DDOS-Attack
ICMP;68;500;32003;64;DDOS-Attack
TCP;75;61;3593;64;Normal
UDP;662;127;7453;64;Normal
TCP;360;169;10036;64;Normal
UDP;60;1219;76067;64;DDOS-Attack
UDP;43;55;3392;128;Normal
UDP;84;2339;135679;64;DDOS-Attack
ICMP;102;2346;144094;64;DDOS-Attack
UDP;279;63;3910;64;Normal
UDP;60;3999;234995;64;DDOS-Attack
UDP;419;55;3463;64;Normal
UDP;82;1681;98302;64;DDOS-Attack
UDP;487;37;2084;64;Normal
ICMP;52;521;35911;64;DDOS-Attack
UDP;102;86;5132;128;Normal
TCP;65;1000;64773;64;DDOS-Attack
UDP;63;10770;643986;64;DDOS-Attack
UDP;835;223;13464;64;Normal
TCP;708;51;2994;64;Normal
UDP;674;101;5973;64;Normal
UDP;57;2424;147984;64;DDOS-Attack
TCP;75;2482;144304;64;DDOS-Attack
UDP;64;1000;63946;64;DDOS-Attack
ICMP;65;1325;77651;64;DDOS-Attack
UDP;85;1441;86116;64;DDOS-Attack
TCP;638;16;871;64;Normal
ICMP;45;3611;218629;64;DDOS-Attack
UDP;65;5382;325851;64;DDOS-Attack
TCP;971;58;3311;32;Normal
UDP;71;4310;259029;64;DDOS-Attack
ICMP;91;2234;134834;64;DDOS-Attack
ICMP;103;1000;55573;64;DDOS-Attack
UDP;74;2084;125012;64;DDOS-Attack
UDP;451;111;6731;64;Normal
ICMP;52;1466;83087;64;DDOS-Attack
UDP;75;5186;312734;64;DDOS-Attack
UDP;61;1000;56978;64;DDOS-Attack
UDP;64;1000;64150;64;DDOS-Attack
ICMP;674;133;7869;64;Normal
UDP;93;762;45439;64;DDOS-Attack
UDP;55;541;28767;64;DDOS-Attack
UDP;94;5852;354042;64;DDOS-Attack
UDP;82;4582;277825;64;DDOS-Attack
UDP;88;938;61165;64;DDOS-Attack
TCP;68;4810;289322;64;DDOS-Attack
UDP;58;1384;84031;64;DDOS-Attack
UDP;418;83;4985;128;Normal
UDP;89;1482;88560;64;DDOS-Attack
UDP;77;500;25990;64;DDOS-Attack
ICMP;73;2186;132797;64;DDOS-Attack
UDP;80;500;26269;64;DDOS-Attack
ICMP;98;674;45055;64;DDOS-Attack
ICMP;58;5720;341775;64;DDOS-Attack
UDP;262;59;3376;128;Normal
ICMP;94;4512;275614;64;DDOS-Attack
ICMP;88;1474;89534;64;DDOS-Attack
UDP;71;1154;65067;64;DDOS-Attack
ICMP;70;1804;112944;64;DDOS-Attack
ICMP;56;4041;245666;64;DDOS-Attack
ICMP;68;1000;56737;64;DDOS-Attack
ICMP;47;1041;59922;64;DDOS-Attack
ICMP;79;500;32159;64;DDOS-Attack
UDP;85;2227;133857;64;DDOS-Attack
UDP;59;2770;170485;64;DDOS-Attack
TCP;76;1415;85404;64;DDOS-Attack
UDP;64;1077;66320;64;DDOS-Attack
ICMP;76;1602;101078;64;DDOS-Attack
ICMP;80;1177;71932;64;DDOS-Attack
UDP;72;1000;56770;64;DDOS-Attack
ICMP;85;1000;64878;64;DDOS-Attack
UDP;85;1465;85335;64;DDOS-Attack
UDP;48;726;43097;64;DDOS-Attack
TCP;625;57;3468;32;Normal
TCP;525;132;8111;64;Normal
ICMP;728;50;3052;64;Normal
UDP;57;1575;95733;64;DDOS-Attack
UDP;43;2378;146907;64;DDOS-Attack
UDP;93;1000;55397;64;DDOS-Attack
ICMP;74;1277;79557;64;DDOS-Attack
TCP;62;3132;189092;64;DDOS-Attack
ICMP;76;1000;64394;64;DDOS-Attack
UDP;63;600;36618;64;DDOS-Attack
UDP;45;500;26807;64;DDOS-Attack
UDP;574;1;1;64;Normal
UDP;55;1000;60362;64;DDOS-Attack
UDP;66;4963;293508;64;DDOS-Attack
UDP;413;93;5538;64;Normal
UDP;65;739;39985;64;DDOS-Attack
UDP;61;2537;148741;64;DDOS-Attack
UDP;65;500;26273;64;DDOS-Attack
UDP;59;1647;94101;64;DDOS-Attack
TCP;529;204;12319;128;Normal
UDP;64;1000;55160;64;DDOS-Attack
ICMP;64;4613;279377;64;DDOS-Attack
ICMP;71;1096;61906;64;DDOS-Attack
TCP;825;2;1;64;Normal
TCP;59;3616;212481;64;DDOS-Attack
TCP;58;1000;55690;64;DDOS-Attack
UDP;78;4570;277145;64;DDOS-Attack
TCP;295;121;7141;255;Normal
TCP;57;8982;539275;64;DDOS-Attack
ICMP;83;2417;142885;64;DDOS-Attack
ICMP;106;5624;340528;64;DDOS-Attack
UDP;127;34;2213;32;Normal
ICMP;84;963;57656;64;DDOS-Attack
ICMP;41;1707;104045;64;DDOS-Attack
UDP;731;185;11193;32;Normal
UDP;90;5447;330371;64;DDOS-Attack
TCP;845;112;6546;64;Normal
ICMP;40;3470;206940;64;DDOS-Attack
UDP;84;1704;106293;64;DDOS-Attack
TCP;653;73;4206;64;Normal
ICMP;71;607;39299;64;DDOS-Attack
TCP;80;2083;121723;64;DDOS-Attack
ICMP;81;3162;193173;64;DDOS-Attack
TCP;377;22;1412;64;Normal
UDP;70;4049;237941;64;DDOS-Attack
ICMP;72;3883;236671;64;DDOS-Attack
UDP;61;500;33556;64;DDOS-Attack
ICMP;88;2091;121303;64;DDOS-Attack
UDP;94;1000;58324;64;DDOS-Attack
UDP;64;10591;636650;64;DDOS-Attack
UDP;785;70;4118;128;Normal
TCP;41;2562;149772;64;DDOS-Attack
UDP;90;1000;55177;64;DDOS-Attack
UDP;50;5145;310053;64;DDOS-Attack
ICMP;66;1000;60413;64;DDOS-Attack
TCP;1201;15;771;32;Normal
ICMP;84;6207;369470;64;DDOS-Attack
UDP;424;6;162;128;Normal
ICMP;68;1642;94786;64;DDOS-Attack
UDP;57;1000;57434;64;DDOS-Attack
UDP;59;1000;57002;64;DDOS-Attack
ICMP;87;3361;205678;64;DDOS-Attack
TCP;83;1767;110000;64;DDOS-Attack
TCP;732;47;2893;32;Normal
TCP;75;500;28362;64;DDOS-Attack
TCP;1020;88;5342;32;Normal
ICMP;55;2832;173591;64;DDOS-Attack
TCP;383;11;612;64;Normal
TCP;1013;73;4344;128;Normal
UDP;96;1000;55869;64;DDOS-Attack
ICMP;84;1000;63499;64;DDOS-Attack
TCP;830;76;4429;128;Normal
UDP;74;4404;262523;64;DDOS-Attack
UDP;53;1758;107315;64;DDOS-Attack
TCP;543;33;1981;128;Normal
UDP;64;3879;232281;64;DDOS-Attack
ICMP;66;10002;595130;64;DDOS-Attack
ICMP;93;1150;71310;64;DDOS-Attack
ICMP;64;1889;109252;64;DDOS-Attack
ICMP;67;3745;226498;64;DDOS-Attack
UDP;74;1650;95690;64;DDOS-Attack
UDP;62;1000;61089;64;DDOS-Attack
ICMP;44;1000;60416;64;DDOS-Attack
UDP;631;83;5056;128;Normal
ICMP;82;500;29705;64;DDOS-Attack
UDP;106;1000;58055;64;DDOS-Attack
UDP;70;1000;55058;64;DDOS-Attack
ICMP;53;1000;64930;64;DDOS-Attack
TCP;541;132;7826;64;Normal
UDP;48;500;28082;64;DDOS-Attack
UDP;60;500;32356;64;DDOS-Attack
UDP;104;500;30863;64;DDOS-Attack
UDP;40;4;336;64;Normal
TCP;1235;9;503;64;Normal
UDP;60;500;30513;64;DDOS-Attack
ICMP;81;866;47158;64;DDOS-Attack
TCP;59;1078;59964;64;DDOS-Attack
TCP;1078;47;2750;64;Normal
ICMP;75;2981;178311;64;DDOS-Attack
ICMP;900;48;2818;64;Normal
UDP;71;1023;56697;64;DDOS-Attack
ICMP;68;2257;130574;64;DDOS-Attack
TCP;1025;159;9429;32;Normal
TCP;66;790;42575;64;DDOS-Attack
UDP;76;500;30209;64;DDOS-Attack
ICMP;69;3600;217064;64;DDOS-Attack
ICMP;67;1000;60403;64;DDOS-Attack
TCP;202;2;53;64;Normal
ICMP;70;2802;166234;64;DDOS-Attack
TCP;179;3;44;64;Normal
UDP;44;1000;58482;64;DDOS-Attack
UDP;53;1000;57317;64;DDOS-Attack
UDP;88;1706;105299;64;DDOS-Attack
ICMP;76;1505;93111;64;DDOS-Attack
ICMP;57;1833;114384;64;DDOS-Attack
ICMP;41;10038;597920;64;DDOS-Attack
UDP;48;500;33759;64;DDOS-Attack
ICMP;68;2560;154519;64;DDOS-Attack
ICMP;55;7668;462017;64;DDOS-Attack
UDP;76;4280;254155;64;DDOS-Attack
ICMP;67;1000;57206;64;DDOS-Attack
UDP;77;1000;63946;64;DDOS-Attack
UDP;76;500;30632;64;DDOS-Attack
TCP;71;500;34017;64;DDOS-Attack
TCP;770;69;4234;64;Normal
ICMP;55;500;30419;64;DDOS-Attack
ICMP;77;1232;78895;64;DDOS-Attack
TCP;84;1234;78575;64;DDOS-Attack
TCP;62;4348;264367;64;DDOS-Attack
ICMP;45;1939;119543;64;DDOS-Attack
TCP;176;135;7969;64;Normal
UDP;73;970;62093;64;DDOS-Attack
TCP;70;1000;57525;64;DDOS-Attack
TCP;692;131;7919;128;Normal
UDP;847;151;8957;255;Normal
TCP;1069;60;3577;255;Normal
ICMP;83;4732;283458;64;DDOS-Attack
ICMP;93;1000;63695;64;DDOS-Attack
UDP;78;4795;291626;64;DDOS-Attack
UDP;69;759;43864;64;DDOS-Attack
ICMP;71;503;25687;64;DDOS-Attack
TCP;1191;4;230;128;Normal
ICMP;51;500;25228;64;DDOS-Attack
UDP;40;1000;63373;64;DDOS-Attack
UDP;83;500;28462;64;DDOS-Attack
TCP;442;49;3053;64;Normal
UDP;82;866;56520;64;DDOS-Attack
UDP;92;500;34449;64;DDOS-Attack
TCP;621;67;4043;128;Normal
ICMP;68;5466;332380;64;DDOS-Attack
ICMP;65;500;30548;64;DDOS-Attack
ICMP;60;1304;74472;64;DDOS-Attack
ICMP;369;74;4352;32;Normal
ICMP;54;4931;294529;64;DDOS-Attack
ICMP;56;1000;56204;64;DDOS-Attack
TCP;87;1000;55791;64;DDOS-Attack
UDP;65;1000;58145;64;DDOS-Attack
ICMP;75;1000;58336;64;DDOS-Attack
TCP;819;54;3203;64;Normal
UDP;60;1558;95793;64;DDOS-Attack
UDP;42;1000;62025;64;DDOS-Attack
ICMP;50;2513;148767;64;DDOS-Attack
ICMP;91;5216;311322;64;DDOS-Attack
UDP;80;500;28701;64;DDOS-Attack
UDP;62;7564;452729;64;DDOS-Attack
ICMP;924;79;4930;64;Normal
UDP;82;4459;268304;64;DDOS-Attack
UDP;55;3838;226038;64;DDOS-Attack
ICMP;64;500;29282;64;DDOS-Attack
TCP;193;29;1875;64;Normal
ICMP;76;1000;64520;64;DDOS-Attack
ICMP;78;2581;152457;64;DDOS-Attack
UDP;73;3196;196732;64;DDOS-Attack
TCP;73;3783;226409;64;DDOS-Attack
UDP;237;1;93;128;Normal
UDP;66;500;25499;64;DDOS-Attack
UDP;423;18;908;64;Normal
UDP;597;23;1302;128;Normal
UDP;69;1309;76900;64;DDOS-Attack
UDP;64;1192;74523;64;DDOS-Attack
UDP;73;571;31037;64;DDOS-Attack
UDP;578;85;4900;128;Normal
UDP;70;7277;434021;64;DDOS-Attack
UDP;429;155;9230;64;Normal
UDP;869;171;10417;32;Normal
TCP;235;106;6268;32;Normal
ICMP;66;957;54111;64;DDOS-Attack
UDP;43;1000;64863;64;DDOS-Attack
UDP;1107;46;2902;64;Normal
UDP;83;1585;93886;64;DDOS-Attack
UDP;72;2357;138974;64;DDOS-Attack
TCP;68;1000;56545;64;DDOS-Attack
UDP;40;1459;89140;64;DDOS-Attack
ICMP;84;1400;80770;64;DDOS-Attack
UDP;93;2734;159142;64;DDOS-Attack
ICMP;76;1317;75525;64;DDOS-Attack
UDP;64;1516;87905;64;DDOS-Attack
ICMP;69;1000;59592;64;DDOS-Attack
UDP;86;2700;162167;64;DDOS-Attack
TCP;192;73;4415;128;Normal
ICMP;70;1200;67886;64;DDOS-Attack
UDP;535;43;2562;128;Normal
TCP;220;126;7686;32;Normal
UDP;86;1166;70490;64;DDOS-Attack
ICMP;60;1000;59862;64;DDOS-Attack
UDP;82;1554;96688;64;DDOS-Attack
UDP;49;1000;58855;64;DDOS-Attack
UDP;89;1000;63456;64;DDOS-Attack
UDP;78;4005;236608;64;DDOS-Attack
TCP;534;113;6909;32;Normal
ICMP;100;723;41837;64;DDOS-Attack
ICMP;40;8974;534551;64;DDOS-Attack
UDP;48;2309;138533;64;DDOS-Attack
ICMP;66;1000;60049;64;DDOS-Attack
ICMP;97;2426;149688;64;DDOS-Attack
ICMP;75;2746;163883;64;DDOS-Attack
UDP;608;217;12928;64;Normal
